621	GIZZAL~x#GIZZAL~v	PROTO-CUNEIFORM SIGN GIZZAL-X##PROTO-CUNEIFORM SIGN GIZZAL-V
678	ISZ~b#IŠ~b~v1	PROTO-CUNEIFORM SIGN ISH-B##PROTO-CUNEIFORM SIGN ISH-B VARIANT 1
678.1	ISZ~b#IŠ~b	PROTO-CUNEIFORM SIGN ISH-B VARIANT 1##PROTO-CUNEIFORM SIGN ISH-B
871	NERGAL~x#NERGAL~v	PROTO-CUNEIFORM SIGN NERGAL-X##PROTO-CUNEIFORM SIGN NERGAL-V
1196	ZA~x#ZA~v	PROTO-CUNEIFORM SIGN ZA-X##PROTO-CUNEIFORM SIGN ZA-V
1462.1	|1(N57).SZUBUR|#|1(N57).ŠUBUR~v1|	PROTO-CUNEIFORM SIGN ONE-N57 VARIANT 1 BESIDE SHUBUR VARIANT 1##PROTO-CUNEIFORM SIGN ONE-N57 BESIDE SHUBUR VARIANT 1
1491	|AxEN~a|#|A×EN~a~v2|	PROTO-CUNEIFORM SIGN A TIMES EN-A##PROTO-CUNEIFORM SIGN A TIMES EN-A VARIANT 2
1505.1	|AB2x2(N14)|#|AB₂~v2×2(N14)|	PROTO-CUNEIFORM SIGN AB2 TIMES TWO-N14 VARIANT 1##PROTO-CUNEIFORM SIGN AB2 VARIANT 2 TIMES TWO-N14
1509	|AMARxTAR|#|AMAR~v2×TAR~c|	PROTO-CUNEIFORM SIGN AMAR TIMES TAR##PROTO-CUNEIFORM SIGN AMAR VARIANT 2 TIMES TAR-C
1513	|BU~axA|#|BU~a~v1×A|	PROTO-CUNEIFORM SIGN BU-A TIMES A##PROTO-CUNEIFORM SIGN BU-A VARIANT 1 TIMES A
1515	|(BU~a&BU~a).NA2~a@n|#|(BU~a~v1%BU~a~v1).NA₂~a@n|	PROTO-CUNEIFORM SIGN BU-A OVER BU-A BESIDE NA2-A NUTILLU##PROTO-CUNEIFORM SIGN BU-A VARIANT 1 CROSSING BU-A VARIANT 1 BESIDE NA2-A NUTILLU
1520	|BU~b.NA2~a|#|BU~b.NA₂~a~v1|	PROTO-CUNEIFORM SIGN BU-B BESIDE NA2-A##PROTO-CUNEIFORM SIGN BU-B BESIDE NA2-A VARIANT 1
1530	|DU6~axDISZ|#|DU₆~a~v1×1(N58)|	PROTO-CUNEIFORM SIGN DU6-A TIMES DISH##PROTO-CUNEIFORM SIGN DU6-A VARIANT 1 TIMES ONE-N58
1545.1	|DUG~bx1(N57)|#|DUG~b~v1×1(N57)|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES AB2##PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES ONE-N57
1546	|DUG~bx(1(N57).KU3~a)|#|DUG~b×(1(N57).KU₃~a)|	PROTO-CUNEIFORM SIGN DUG-B TIMES ONE-N57 BESIDE KU3-A##PROTO-CUNEIFORM SIGN DUG-B TIMES ONE-N57 PLUS KU3-A
1548	|DUG~bxAB2|#|DUG~b~v1×AB₂|	PROTO-CUNEIFORM SIGN DUG-B TIMES AB2##PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES AB2
1553.1	|DUG~bxDIN|#|DUG~b~v1×DIN|	PROTO-CUNEIFORM SIGN DUG-B TIMES DIN VARIANT 1##PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES DIN
1555	|(DUG~b&DUG~b)x1(N58)|#|(DUG~b~v1&DUG~b~v1)×1(N58)|	PROTO-CUNEIFORM SIGN DUG-B OVER DUG-B TIMES ONE-N58##PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 OVER DUG-B VARIANT 1 TIMES ONE-N58
1557	|DUG~bxGA~a|#|DUG~b×GA~a~v4|	PROTO-CUNEIFORM SIGN DUG-B TIMES GA-A##PROTO-CUNEIFORM SIGN DUG-B TIMES GA-A VARIANT 4
