o0980019	F302B	CUSAS31	ABax1N4.png	|AB~a×1(N04)|
o0980030	F3056	CUSAS01	ABZUb.png	|AB×ZU|
o0980063	F3068	CUSAS01	ANSZEf.png	ANŠE~f
o0980103	F3060	CUSAS01	BAR+URI3a.png	|BAR×URI₃~a|
o0980116	F3023	CUSAS21	BU-DU6+BU-DU6+UDUa.png	|((BU~a.DU₆~a)&(BU~a.DU₆))×UDU~a|
o0981023	F302C	CUSAS31_167	BU+BU.png	|BU~a&BU~a|
o0980118	F302D	CUSAS21_298	BU+KI.png	|BU~a+KI|
o0980119	F302E	CUSAS21	BU+TU.png	|BU~a+TU~b|
o0980131	F3061	CUSAS01	BULUG-DU6a.png	|BULUG₃.DU₆~a|
o0980163	F3069	CUSAS31	DARA4c.png	DARA₄~c
o0980169	F302F	CUSAS21	DARA4d.png	DARA₄~d
o0980180	F3030	CUSAS31_59	DINx1N58.png	|DIN×1(N58)|
o0980194	F3031	CUSAS01	DU8cxAB2.png	|DU₈~c×AB₂|
o0980195	F3032	CUSAS01	DU8cxAMAR.png	|DU₈~c×AMAR|
o0980207	F3033	CUSAS21	DUBh.png	DUB~h
o0980215	F306A	CUSAS31	DUGaxKU6.png	|DUG~a×KU₆~a|
o0980282	F3035	CUSAS01_138	DUGx1N58.png	|DUG~b~v1×1(N58)|
o0980269	F3034	CUSAS21_247	DUGxUDU+TAR.png	|DUG~b×(UDU~a×TAR~b)|
o0980339	F3036	CUSAS01_188	EZENxKASH.png	|EZEN~a×KAŠ~b|
o0980367	F3039	CUSAS31	GA2xE2.png	|GA₂~a1×E₂~a|
o0980370	F306B	CUSAS01	GA2a1xGESZTUa.png	|GA₂~a1×GEŠTU~a|
o0980419	F306C	CUSAS31	GA2bxKU6.png	|GA₂~b×KU₆~a|
-o0900710	F304D	CUSAS01	GA2a1xX.png	|(GA₂~a1×X)~v1|
o0980449	F303A	CUSAS31	GANcx4N57-GAR.png	|GAN~c×(4(N57).GAR)|
o0980465	F306E	CUSAS21	GESZTINd.png	GEŠTIN~d
o0980466	F306F	CUSAS01	GESZTINe.png	GEŠTIN~e
o0980473	F303B	CUSAS31	GIxA.png	|GI×A|
o0980598	F3072	CUSAS01	IBc.png	IB~c
o0980647	F303C	CUSAS01	KALAMg.png	KALAM~g
o0980648	F303D	CUSAS01	KALAMh.png	KALAM~h
o0980649	F303E	CUSAS31	KALAMh2.png	KALAM~h2
o0980660	F3057	CUSAS01	KASHd1.png	KAŠ~d~v1
o0980674	F3073	CUSAS31	KIN2b.png	KIN₂~b
o0980752	F301A	CUSAS21	LAGABx1N58.png	|LAGAB~a×1(N58)|
o0980782	F303F	CUSAS21	LAL2xNAGA.png	|LAL₂~a×NAGA~a|
