o0900000	s	A	A	133	1
o0900001	c	|A×AB₂|	|A×AB₂|	3	2
o0900009	s	A@t	A@t	1	9
o0900012	s	AB~a	AB~a	47	24
o0900014	s	AB~b	AB~b	16	37
o0900023	c	|AB~b×KU₆~a|	|AB~b×KU₆~a|	1	39
o0900029	c	|AB~a×SUKKAL|	|AB~a×SUKKAL|	3	29
o0900031	c	|AB~b×ŠA₃~a1|	|AB~b×ŠA₃~a1|	1	40
o0900041	s	AB₂	AB₂	20	43
o0900047	s	ABGAL	ABGAL	12	50
o0900053	s	AD~a	AD~a	12	56
o0900055	s	AD~c	AD~c	1	58
o0900056	s	ADAB	ADAB	2	59
o0900062	s	AK~a	AK~a	3	66
o0900064	s	AL	AL	34	68
o0900068	s	ALAN~c	ALAN~c	1	72
o0900075	s	AM~b	AM~b	1	79
o0900077	s	AMA~a	AMA~a	12	82
o0900082	s	AMAR	AMAR	16	86
o0900089	s	AN	AN	213	95
o0900093	s	ANŠE~a	ANŠE~a	2	99
o0900094	s	ANŠE~b	ANŠE~b	1	100
o0900095	s	ANŠE~c	ANŠE~c	1	101
o0900096	s	ANŠE~e	ANŠE~e	1	103
o0900099	s	APIN	APIN	1	105
o0900100	s	APIN~a	APIN~a	47	107
o0900101	s	APIN~b	APIN~b	2	109
o0900106	s	ARARMA₂~a	ARARMA₂~a	3	112
o0900111	s	ASAR	ASAR	2	116
o0900113	s	AZ	AZ	2	120
o0900115	s	BA	BA	140	122
o0900121	s	BAD₃~b1	BAD₃~b1	2	130
o0900124	s	BAHAR₂~a	BAHAR₂~a	4	133
o0900126	s	BAHAR₂~b	BAHAR₂~b	6	135
o0900128	s	BAHAR₂~c	BAHAR₂~c	2	137
o0900130	s	BALA~a	BALA~a	1	139
o0900139	s	BAN~b	BAN~b	7	148
o0900154	s	BAR	BAR	83	163
o0900158	s	BARA₂~a	BARA₂~a	5	169
o0900162	s	BARA₃	BARA₃	3	173
o0900171	s	BIR₃~b	BIR₃~b	2	645
o0900175	s	BU~a	BU~a	118	664
o0900177	s	BU~b	BU~b	2	689
o0900185	c	|BU~a×GIŠ@t|	|BU~a×GIŠ@t|	1	676
o0900187	c	|BU~a×1(N58)|	|BU~a×1(N58)|	1	677
o0900189	c	|BU~a&BU~a|	|BU~a&BU~a|	1	678
o0900199	c	|BU~a+DU₆~a|	|BU~a+DU₆~a|	6	670
o0900199	c	|BU~a+DU₆~a|	|BU~a.DU₆~a|	1	670
o0900205	s	BU₃	BU₃	4	692
o0900205	s	BU₃	BU₃~a	1	692
o0900207	s	BULUG₃	BULUG₃	5	695
o0900211	s	BUR~a	BUR~a	2	699
o0900212	s	BUR~b	BUR~b	1	700
o0900215	s	BUR₂	BUR₂	4	703
o0900217	s	DA~a	DA~a	62	706
o0900222	c	|DA~a.LIŠ|	|DA~a.LIŠ|	1	707
o0900224	s	DAH	DAH	2	711
o0900225	s	DAM	DAM	4	712
o0900226	s	DANNA	DANNA	5	713
o0900228	s	DAR~a	DAR~a	7	716
o0900229	s	DAR~b	DAR~b	15	718
o0900235	s	DARA₃~a	DARA₃~a	1	724
o0900237	s	DARA₃~c	DARA₃~c	1	726
o0900241	c	|DARA₃~c×KAR₂~b|	|DARA₃~c×KAR₂|	2	729
o0900243	c	|DARA₃~d×KAR₂~b|	|DARA₃~d×KAR₂|	1	737
o0900249	s	DARA₄~a1	DARA₄~a1	5	744
o0900253	s	DARA₄~c	DARA₄~c	1	748
o0900254	s	DARA₄~c1	DARA₄~c1	2	749
o0900255	s	DARA₄~c2	DARA₄~c2	4	750
o0900257	s	DARA₄~c4	DARA₄~c4	1	752
o0900260	s	DI	DI	25	755
o0900264	s	DILMUN	DILMUN	5	759
o0900269	s	DIM~a	DIM~a	21	763
o0900270	s	DIM~b	DIM~b	1	764
o0900271	s	DIM~c	DIM~c	1	765
o0900276	s	DIN	DIN	6	766
o0900279	s	DU	DU	87	771
o0900282	s	DU@g	DU@g	3	775
o0900287	s	DU₆~b	DU₆~b	4	785
o0900291	s	DU₇	DU₇	1	787
o0900296	s	DU₈~c	DU₈~c	14	797
