o0902858	12550	12550
o0902859	12551	12551
o0902860	12552	12552
o0902861	12553	12553
o0902862	12554	12554
o0902863	12555	12555
o0902864	12556	12556
o0902865	12557	12557
o0902867	12558	12558
o0902909	12559	12559
o0902912	1255A	1255A
o0902914	1255B	1255B
o0902916	1255C	1255C
o0902919	1255D	1255D
o0902920	1255E	1255E
o0902921	1255F	1255F
o0902922	12560	12560
o0902923	12561	12561
o0902929	12562	12562
o0902930	12563	12563
o0902932	12564	12564
o0902933	12565	12565
o0902935	12566	12566
o0902937	12567	12567
o0902938	12568	12568
o0902939	12569	12569
o0902940	1256A	1256A
o0903059	1256B	1256B
o0903061	1256C	1256C
o0903062	1256D	1256D
o0903063	1256E	1256E
o0903064	1256F	1256F
o0903065	12570	12570
o0903066	12571	12571
o0903067	12572	12572
o0903068	12573	12573
o0903161	12574	12574
o0903162	12575	12575
o0903163	12576	12576
o0903164	12577	12577
o0903165	12578	12578
o0903134	12579	12579
o0903137	1257A	1257A
o0903138	1257B	1257B
o0903139	1257C	1257C
o0903140	1257D	1257D
o0903141	1257E	1257E
o0903142	1257F	1257F
o0903306	12580	12580
o0903143	12581	12581
o0903174	12582	12582
o0903175	12583	12583
o0903176	12584	12584
o0903177	12585	12585
o0903178	12586	12586
o0223358	12587	12587
o0038149	12588	12588
o0902857	12589	12589
o0223359	1258A	1258A
o0223351	1258B	1258B
o0903005	1258C	1258C
o0903006	1258D	1258D
o0223372	1258E	1258E
o0223375	1258F	1258F
o0223377	12590	12590
o0223380	12591	12591
o0223382	12592	12592
o0223385	12593	12593
o0223389	12594	12594
o0223398	12595	12595
o0223414	12596	12596
o0223425	12597	12597
o0223482	12598	12598
o0223483	12599	12599
o0903188	1259A	1259A
o0903189	1259B	1259B
o0903190	1259C	1259C
o0903191	1259D	1259D
o0903192	1259E	1259E
o0903193	1259F	1259F
o0903194	125A0	125A0
o0903195	125A1	125A1
o0903307	125A2	125A2
o0903202	125A3	125A3
o0903203	125A4	125A4
o0903204	125A5	125A5
o0903205	125A6	125A6
o0903206	125A7	125A7
o0903208	125A8	125A8
o0903209	125A9	125A9
o0903016	125AA	125AA
o0903023	125AB	125AB
o0903028	125AC	125AC
o0903033	125AD	125AD
o0903034	125AE	125AE
o0903045	125AF	125AF
o0903048	125B0	125B0
o0903049	125B1	125B1
o0903050	125B2	125B2
o0903056	125B3	125B3
o0903057	125B4	125B4
o0903058	125B5	125B5
o0903097	125B6	125B6
o0903100	125B7	125B7
o0903104	125B8	125B8
o0903107	125B9	125B9
o0903098	125BA	125BA
o0903101	125BB	125BB
o0903105	125BC	125BC
o0903108	125BD	125BD
o0902869	125BE	125BE
o0902871	125BF	125BF
o0902872	125C0	125C0
o0902873	125C1	125C1
o0902874	125C2	125C2
o0902875	125C3	125C3
o0902876	125C4	125C4
o0902877	125C5	125C5
o0902878	125C6	125C6
o0902955	125C7	125C7
o0902956	125C8	125C8
o0902957	125C9	125C9
o0902958	125CA	125CA
o0902959	125CB	125CB
o0903079	125CC	125CC
o0903080	125CD	125CD
o0903319	125CE	125CE
o0903320	125CF	125CF
o0903081	125D0	125D0
o0902899	125D1	125D1
o0903321	125D2	125D2
o0903322	125D3	125D3
o0903323	125D4	125D4
o0903324	125D5	125D5
o0903325	125D6	125D6
o0903326	125D7	125D7
o0903327	125D8	125D8
o0903328	125D9	125D9
o0903329	125DA	125DA
o0903000	125DB	125DB
o0903001	125DC	125DC
o0903002	125DD	125DD
o0903003	125DE	125DE
o0903094	125DF	125DF
o0903196	125E0	125E0
o0903197	125E1	125E1
o0903198	125E2	125E2
o0903199	125E3	125E3
o0903200	125E4	125E4
o0903330	125E5	125E5
o0903331	125E6	125E6
o0903332	125E7	125E7
o0903333	125E8	125E8
o0903301	125E9	125E9
o0903017	125EA	125EA
o0903111	125EB	125EB
o0903112	125EC	125EC
o0903113	125ED	125ED
o0903114	125EE	125EE
o0902879	125EF	125EF
o0902880	125F0	125F0
o0902881	125F1	125F1
o0902882	125F2	125F2
o0902883	125F3	125F3
o0902962	125F4	125F4
o0902963	125F5	125F5
o0902964	125F6	125F6
o0902965	125F7	125F7
o0902966	125F8	125F8
o0902967	125F9	125F9
o0902968	125FA	125FA
o0902969	125FB	125FB
o0902971	125FC	125FC
o0903135	125FD	125FD
o0903018	125FE	125FE
o0903025	125FF	125FF
o0903029	12600	12600
o0903040	12601	12601
o0903115	12602	12602
o0903116	12603	12603
o0903117	12604	12604
o0903118	12605	12605
o0902884	12606	12606
o0902885	12607	12607
o0902886	12608	12608
o0902887	12609	12609
o0902888	1260A	1260A
o0902972	1260B	1260B
o0902973	1260C	1260C
o0902974	1260D	1260D
o0902975	1260E	1260E
o0902976	1260F	1260F
o0902977	12610	12610
o0902978	12611	12611
o0902979	12612	12612
o0902980	12613	12613
o0903153	12614	12614
o0903154	12615	12615
o0903082	12616	12616
o0903083	12617	12617
o0903084	12618	12618
o0903085	12619	12619
o0903086	1261A	1261A
o0903087	1261B	1261B
o0903088	1261C	1261C
o0903089	1261D	1261D
o0903090	1261E	1261E
o0903169	1261F	1261F
o0903170	12620	12620
o0903171	12621	12621
o0903172	12622	12622
o0903022	12623	12623
o0903026	12624	12624
o0903030	12625	12625
o0903041	12626	12626
o0903342	12627	12627
o0903343	12628	12628
o0903120	12629	12629
o0903123	1262A	1262A
o0903126	1262B	1262B
o0903129	1262C	1262C
o0903121	1262D	1262D
o0903124	1262E	1262E
o0903127	1262F	1262F
o0903130	12630	12630
o0902894	12631	12631
o0902895	12632	12632
o0902896	12633	12633
o0902897	12634	12634
o0902898	12635	12635
o0902991	12636	12636
o0902992	12637	12637
o0902993	12638	12638
o0902994	12639	12639
o0902995	1263A	1263A
o0902996	1263B	1263B
o0902997	1263C	1263C
o0902998	1263D	1263D
o0902999	1263E	1263E
o0903158	1263F	1263F
o0903159	12640	12640
o0903092	12641	12641
o0903093	12642	12642
o0902926	12643	12643
o0902927	12644	12644
o0902928	12645	12645
o0902901	12646	12646
o0902904	12647	12647
o0902907	12648	12648
o0902902	12649	12649
o0902905	1264A	1264A
o0902908	1264B	1264B
o0902848	1264C	1264C
o0902849	1264D	1264D
o0902850	1264E	1264E
o0902851	1264F	1264F
o0902852	12650	12650
o0902853	12651	12651
o0902854	12652	12652
o0902855	12653	12653
o0902856	12654	12654
o0902924	12655	12655
o0902945	12656	12656
o0902946	12657	12657
o0902947	12658	12658
o0902948	12659	12659
o0902949	1265A	1265A
o0902950	1265B	1265B
o0902951	1265C	1265C
o0902952	1265D	1265D
o0902953	1265E	1265E
o0903070	1265F	1265F
o0903071	12660	12660
o0903072	12661	12661
o0903073	12662	12662
o0903074	12663	12663
o0903075	12664	12664
o0903076	12665	12665
o0903077	12666	12666
o0903078	12667	12667
o0903144	12668	12668
o0903145	12669	12669
o0903008	1266A	1266A
o0903009	1266B	1266B
o0903179	1266C	1266C
o0903180	1266D	1266D
o0903181	1266E	1266E
o0903182	1266F	1266F
o0903183	12670	12670
o0903184	12671	12671
o0903185	12672	12672
o0903186	12673	12673
o0903187	12674	12674
o0903069	12675	12675
o0902889	12676	12676
o0902890	12677	12677
o0902891	12678	12678
o0902892	12679	12679
o0902893	1267A	1267A
o0902982	1267B	1267B
o0902983	1267C	1267C
o0902984	1267D	1267D
o0902985	1267E	1267E
o0902986	1267F	1267F
o0902987	12680	12680
o0902988	12681	12681
o0902989	12682	12682
o0902990	12683	12683
o0903156	12684	12684
o0903157	12685	12685
o0903091	12686	12686
o0900000	12690	12690
o0903568	12692	12691
o0900006	12693	12692
o0900007	12694	12693
o0900005	12695	12694
o0900010	12697	12695
o0900012	12698	12696
