o0900000	©	A	A	A	I	𒚐	𒚐;󳃹	EASL0001 EALX001 EAAR001 EAJN001 EAVR001	o0900000
o0900001		|A×AB₂|	|A×AB₂|	|AxAB2|	I	𒚑	𒚑	EASL0002	o0900001
o0900002	1-	|A×AN|	|A×AN|	|AxAN|	I	󲱇	󲱇	EASL0003	o0900002
o0903568	©n	|A×EN~a|	|A×EN~a~v2|	|AxEN~a|	I	𒚒	𒚒	EASL0004 EAAR002	o0900004
o0900006	©	|A×ŠUBUR|	|A×ŠUBUR|	|AxSZUBUR|	I	𒚓	𒚓	EASL0005 EAAR003	o0900006
o0900007	©	|A×ZATU672|	|A×ZATU672|	|AxZATU672|	I	𒚔	𒚔	EASL0006 EAAR004	o0900007
o0900005	©	|A×1(N14)|	|A×1(N14)|	|Ax1(N14)|	I	𒚕	𒚕	EASL0007	o0900005
o0900008	1-	A@g	A@g	A@g	I	󲛩	󲛩	EASL0008	o0900008
o0900009		A@t	A@t	A@t	I	𒚖	𒚖	EASL0009	o0900009
o0900010	©	A₂	A₂	A2	I	𒚗	𒚗	EASL0010 EALX002 EAAR005	o0900010
o0900012	©	AB~a	AB~a	AB~a	I	𒚘	𒚢,𒚘	EASL0011 EALX003 EAAR006 EAJN002 EAVR002	o0900012
o0900018	©	|AB~a×A@t|	|AB~a×A@t|	|AB~axA@t|	I	𒚙	𒚙;󳃱	EASL0012 EAAR007	o0900018
o0900020	©	|AB~a×AŠ₂|	|AB~a×AŠ₂|	|AB~axASZ2|	I	𒚚	𒚚;󳂮	EASL0013 EALX004	o0900020
o0900022		|AB~a×KU₆~a|	|AB~a×KU₆~a|	|AB~axKU6~a|	I	𒚛	𒚛	EASL0014	o0900022
o0900029		|AB~a×SUKKAL|	|AB~a×SUKKAL|	|AB~axSUKKAL|	I	𒚜	𒚜	EASL0015	o0900029
o0900033	©c	|AB~a×(ŠE~a&ŠE~a)|	|AB~a×(ŠE~a&ŠE~a)|	|AB~ax(SZE~a&SZE~a)|	I	𒚝	𒚝;󳀝	EASL0016	o0900033
o0900035	#	|AB~a×X|	|AB~a×X|	|AB~axX|	I	𒚞	𒚞	EASL0017	o0900035
o0900038	©	|AB~a×ZATU659|	|AB~a×ZATU659|	|AB~axZATU659|	I	𒚟	𒚟	EASL0018 EALX005	o0900038
o0900025		|AB~a×1(N01)|	|AB~a×1(N01)|	|AB~ax1(N01)|	I	𒚠	𒚠	EASL0019	o0900025
o0900027	©C31b	|AB~a×1(N04)|	|AB~a×1(N04)|	-	I	󳀫	󳀫	CSL002	-
o0900040	©	AB~a@g	AB~a@g	AB~a@g	I	𒚡	𒚡	EASL0020 EALX006	o0900040
o0900014	©	AB~b	AB~b	AB~b	I	𒚣	𒚣	EASL0021 EALX007 EAAR008 EAJN003 EAVR003	o0900014
o0900016		|AB~b×A|	|AB~b×A|	|AB~bxA|	I	𒚤	𒚤	EASL0022	o0900016
o0900023		|AB~b×KU₆~a|	|AB~b×KU₆~a|	|AB~bxKU6~a|	I	𒚥	𒚥	EASL0023	o0900023
o0900031		|AB~b×ŠA₃~a1|	|AB~b×ŠA₃~a1|	|AB~bxSZA3~a1|	I	𒚦	𒚦	EASL0024	o0900031
o0900041	©	AB₂	AB₂	AB2	I	𒚧	𒚧,𒚩;󳃵	EASL0025 EALX008 EAAR009 EAJN004 EAVR004	o0900041
o0900043	©	|AB₂×2(N14)|	|AB₂×2(N14)|	|AB2x2(N14)|	I	𒚨	𒚪,𒚨	EASL0026 EALX009 EAAR010	o0900043
o0900046	++5	AB₂@g	AB₂@g	-	I	󳀪	󳀪	EASL0027	/pcsl/images/add/thumb/AB2@g.png
o0900047	©:	ABGAL	ABGAL	ABGAL	I	𒚫	𒚫,𒚬	EASL0028 EALX010 EAJN005	o0900047
o0900049	©:	ABRIG	ABRIG	ABRIG	I	𒚭	𒚭;󳂭	EASL0029 EALX011	o0900049
o0900050	©	ABZU	ABZU	ABZU	I	𒚮	𒚮;󳁖	EASL0030 EALX012	o0900050
o0900053	©	AD~a	AD~a	AD~a	I	𒚯	𒚯	EASL0031 EALX013 EAJN006 EAVR005	o0900053
o0900054	©	AD~b	AD~b	AD~b	I	𒚰	𒚰	EASL0032 EALX014	o0900054
o0900055	©	AD~c	AD~c	AD~c	I	𒚱	𒚱	EASL0033 EAJN007	o0900055
o0900056	©!D	ADAB	ADAB	ADAB	I	𒚲	𒚲;󳁧	EASL0034 EALX015 EAAR012 EAVR006	o0900056
o0900058	©	ADDA	ADDA	ADDA	I	𒚳	𒚳	EASL0035 EALX016	o0900058
o0900059		ADDA@t	ADDA@t	ADDA@t	I	𒚴	𒚴	EASL0036	o0900059
o0900060	©	AGAR₂	AGAR₂	AGAR2	I	𒚵	𒚵	EASL0037 EALX017 EAJN008	o0900060
o0900062	©	AK~a	AK~a	AK~a	I	𒚶	𒚶	EASL0038 EALX018 EAAR013 EAJN009 EAVR007	o0900062
o0900063	©	AK~b	AK~b	AK~b	I	𒚷	𒚷	EASL0039	o0900063
o0900064	©	AL	AL	AL	I	𒚸	𒚸	EASL0040 EALX019 EAAR014 EAJN010 EAVR008	o0900064
o0900066	©	ALAN~a	ALAN~a	ALAN~a	I	𒚹	𒚹	EASL0041	o0900066
o0900067	©	ALAN~b	ALAN~b	ALAN~b	I	𒚺	𒚺	EASL0042 EALX020	o0900067
o0900068	©	ALAN~c	ALAN~c	ALAN~c	I	𒚻	𒚻	EASL0043	o0900068
o0900069		ALAN~d	ALAN~d	ALAN~d	I	𒚼	𒚼	EASL0044	o0900069
